,channel,event,timestamp,type,userId
80759,client,User Settings Detail Form Edited,2020-01-11 02:05:53.116,track,anon0045
80760,client,User Settings Detail Form Edited,2020-01-11 02:05:53.124,track,anon0045
80761,client,User Settings Detail Form Edited,2020-01-11 02:05:53.415,track,anon0045
80762,client,User Settings Detail Form Edited,2020-01-11 02:05:53.598,track,anon0045
80763,client,User Settings Detail Form Edited,2020-01-11 02:05:54.930,track,anon0045
80764,client,generic01 Explorer Searched,2020-01-11 02:05:55.299,track,anon0045
80765,client,Side Nav Clicked,2020-01-11 02:06:01.562,track,anon0141
80766,client,Side Nav Clicked generic04,2020-01-11 02:06:01.599,track,anon0141
80767,server,Password Submitted,2020-01-11 02:06:01.836,track,anon0065
80768,client,First Input Delay,2020-01-11 02:06:08.868,track,anon0006
80769,client,generic06 Dismissed,2020-01-11 02:06:08.960,track,anon0006
80770,server,Tracking Plan Saved,2020-01-11 02:06:11.244,track,anon0154
80771,client,App Timing Metric,2020-01-11 02:06:11.376,track,anon0006
80772,client,App Timing Metric,2020-01-11 02:06:12.244,track,anon0006
80773,client,App Timing Metric,2020-01-11 02:06:12.538,track,anon0141
80774,client,App Timing Metric,2020-01-11 02:06:12.638,track,anon0141
80775,client,Side Nav Clicked,2020-01-11 02:06:17.453,track,anon0006
80776,client,Side Nav Clicked generic04,2020-01-11 02:06:17.464,track,anon0006
80777,client,User Settings Detail Form Edited,2020-01-11 02:06:20.960,track,anon0006
80778,server,Tracking Plan Saved,2020-01-11 02:06:23.699,track,anon0154
80779,client,App Timing Metric,2020-01-11 02:06:24.033,track,anon0141
80780,client,App Timing Metric,2020-01-11 02:06:24.340,track,anon0006
80781,client,App Timing Metric,2020-01-11 02:06:24.684,track,anon0006
80782,client,generic29 Nav Link Clicked,2020-01-11 02:06:27.232,track,anon0006
80783,server,generic18 Enabled,2020-01-11 02:06:27.522,track,anon0159
80784,server,Tracking Plan Saved,2020-01-11 02:06:33.031,track,anon0154
80785,client,Side Nav Clicked,2020-01-11 02:06:34.597,track,anon0141
80786,client,Side Nav Clicked generic04,2020-01-11 02:06:34.637,track,anon0141
80787,client,Debugger Call Clicked,2020-01-11 02:06:43.354,track,anon0006
80788,client,View generic2325 Clicked,2020-01-11 02:06:44.300,track,anon0141
80789,client,App Timing Metric,2020-01-11 02:06:45.896,track,anon0141
80790,client,First Paint,2020-01-11 02:07:10.934,track,anon0026
80791,client,First Contentful Paint,2020-01-11 02:07:10.935,track,anon0026
80792,server,Tracking Plan Saved,2020-01-11 02:07:10.957,track,anon0154
80793,server,Tracking Plan Saved,2020-01-11 02:07:24.404,track,anon0154
80794,client,Side Nav Clicked,2020-01-11 02:07:27.169,track,anon0172
80795,client,First Paint,2020-01-11 02:07:31.065,track,anon0172
80796,server,Tracking Plan Saved,2020-01-11 02:07:31.088,track,anon0154
80797,client,First Contentful Paint,2020-01-11 02:07:31.231,track,anon0172
80798,client,App Timing Metric,2020-01-11 02:07:31.235,track,anon0172
80799,client,App Timing Metric,2020-01-11 02:07:31.235,track,anon0172
80800,client,App Timing Metric,2020-01-11 02:07:31.831,track,anon0172
80801,server,Tracking Plan Saved,2020-01-11 02:07:52.996,track,anon0154
80802,server,Tracking Plan Connection Changed,2020-01-11 02:07:54.074,track,anon0154
80803,client,First Input Delay,2020-01-11 02:07:54.538,track,anon0172
80804,client,Side Nav Clicked,2020-01-11 02:07:54.614,track,anon0172
80805,client,Side Nav Clicked generic04,2020-01-11 02:07:54.647,track,anon0172
80806,server,Tracking Plan Saved,2020-01-11 02:08:11.337,track,anon0154
80807,client,Side Nav Clicked,2020-01-11 02:08:14.112,track,anon0172
80808,client,Side Nav Clicked Settings,2020-01-11 02:08:14.143,track,anon0172
80809,client,App Timing Metric,2020-01-11 02:08:15.093,track,anon0172
80810,client,App Timing Metric,2020-01-11 02:08:15.574,track,anon0172
80811,client,generic29 Nav Link Clicked,2020-01-11 02:08:26.513,track,anon0172
80812,server,Tracking Plan Saved,2020-01-11 02:08:27.540,track,anon0154
80813,client,First Paint,2020-01-11 02:08:28.403,track,anon0079
80814,client,First Contentful Paint,2020-01-11 02:08:28.414,track,anon0079
80815,client,First Input Delay,2020-01-11 02:08:29.474,track,anon0079
80816,client,generic29 Nav Link Clicked,2020-01-11 02:08:30.549,track,anon0172
80817,client,App Timing Metric,2020-01-11 02:08:31.658,track,anon0172
80818,server,Tracking Plan Saved,2020-01-11 02:08:35.009,track,anon0154
80819,client,User Logged In,2020-01-11 02:08:38.343,track,anon0079
80820,client,App Timing Metric,2020-01-11 02:08:38.380,track,anon0172
80821,server,Password Submitted,2020-01-11 02:08:38.422,track,anon0065
80822,client,First Paint,2020-01-11 02:08:39.151,track,anon0079
80823,client,First Contentful Paint,2020-01-11 02:08:39.169,track,anon0079
80824,client,User Settings Detail Form Edited,2020-01-11 02:08:39.532,track,anon0045
80825,client,User Settings Detail Form Edited,2020-01-11 02:08:41.300,track,anon0045
80826,client,User Settings Detail Form Edited,2020-01-11 02:08:42.407,track,anon0045
80827,client,First Input Delay,2020-01-11 02:08:42.601,track,anon0079
80828,client,generic06 Dismissed,2020-01-11 02:08:42.678,track,anon0079
80829,client,generic01 Explorer Searched,2020-01-11 02:08:43.089,track,anon0045
80830,client,App Timing Metric,2020-01-11 02:08:43.173,track,anon0079
80831,client,generic01 Profile Viewed,2020-01-11 02:08:44.454,track,anon0045
80832,client,App Timing Metric,2020-01-11 02:08:44.811,track,anon0079
80833,client,generic01 Profile Tab Viewed,2020-01-11 02:08:45.478,track,anon0045
80834,client,App Timing Metric,2020-01-11 02:08:45.595,track,anon0079
80835,client,App Timing Metric,2020-01-11 02:08:46.650,track,anon0045
80836,server,Password Changed,2020-01-11 02:08:49.665,track,anon0065
80837,client,Side Nav Clicked,2020-01-11 02:08:50.855,track,anon0079
80838,server,Password Submitted,2020-01-11 02:08:50.868,track,anon0065
80839,client,Side Nav Clicked Settings,2020-01-11 02:08:50.870,track,anon0079
80840,server,Tracking Plan Saved,2020-01-11 02:09:11.069,track,anon0154
80841,client,generic31 Contacts Changed,2020-01-11 02:09:11.713,track,anon0079
80842,client,User Settings Detail Form Edited,2020-01-11 02:09:13.509,track,anon0079
80843,client,generic31 Contacts Saved,2020-01-11 02:09:13.554,track,anon0079
80844,client,App Timing Metric,2020-01-11 02:09:14.861,track,anon0009
80845,client,Side Nav Clicked,2020-01-11 02:09:15.470,track,anon0172
80846,client,Side Nav Clicked generic04,2020-01-11 02:09:15.501,track,anon0172
80847,client,App Timing Metric,2020-01-11 02:09:19.227,track,anon0172
80848,client,App Timing Metric,2020-01-11 02:09:22.992,track,anon0097
80849,client,Notification Banner Shown,2020-01-11 02:09:22.994,track,anon0097
80850,client,App Timing Metric,2020-01-11 02:09:22.995,track,anon0097
80851,server,generic0120 Run Failed,2020-01-11 02:09:37.111,track,anon0093
80852,client,App Timing Metric,2020-01-11 02:09:44.094,track,anon0000
80853,client,Viewed Integration,2020-01-11 02:09:44.096,track,anon0000
80854,client,App Timing Metric,2020-01-11 02:09:44.096,track,anon0000
80855,server,Password Submitted,2020-01-11 02:09:54.979,track,anon0065
80856,server,Tracking Plan Saved,2020-01-11 02:09:55.718,track,anon0154
80857,client,App Timing Metric,2020-01-11 02:09:58.296,track,anon0016
80858,client,App Timing Metric,2020-01-11 02:09:59.229,track,anon0016
80859,client,App Timing Metric,2020-01-11 02:09:59.583,track,anon0016
80860,client,App Timing Metric,2020-01-11 02:10:02.510,track,anon0016
80861,client,App Timing Metric,2020-01-11 02:10:04.681,track,anon0016
80862,client,App Timing Metric,2020-01-11 02:10:05.710,track,anon0016
80863,client,App Timing Metric,2020-01-11 02:10:05.717,track,anon0016
80864,client,App Timing Metric,2020-01-11 02:10:06.721,track,anon0016
80865,client,App Timing Metric,2020-01-11 02:10:08.937,track,anon0016
80866,server,Tracking Plan Saved,2020-01-11 02:10:11.027,track,anon0154
80867,server,Tracking Plan Saved,2020-01-11 02:10:23.299,track,anon0154
80868,server,Tracking Plan Saved,2020-01-11 02:10:30.236,track,anon0154
80869,client,App Timing Metric,2020-01-11 02:10:44.599,track,anon0009
80870,server,Tracking Plan Saved,2020-01-11 02:11:11.266,track,anon0154
80871,client,Page Call Duplicated,2020-01-11 02:11:14.350,track,anon0070
80872,client,First Contentful Paint,2020-01-11 02:11:14.384,track,anon0070
80873,client,First Paint,2020-01-11 02:11:14.385,track,anon0070
80874,client,First Input Delay,2020-01-11 02:11:18.649,track,anon0070
80875,client,App Timing Metric,2020-01-11 02:11:19.471,track,anon0070
80876,client,App Timing Metric,2020-01-11 02:11:20.202,track,anon0070
80877,server,Tracking Plan Saved,2020-01-11 02:11:23.334,track,anon0154
80878,client,First Contentful Paint,2020-01-11 02:11:27.405,track,anon0133
80879,client,First Paint,2020-01-11 02:11:27.510,track,anon0133
80880,client,generic29 Nav Link Clicked,2020-01-11 02:11:27.992,track,anon0172
80881,client,First Input Delay,2020-01-11 02:11:28.693,track,anon0133
80882,client,Clicked Add generic23,2020-01-11 02:11:29.256,track,anon0070
80883,server,Tracking Plan Saved,2020-01-11 02:11:29.946,track,anon0154
80884,client,View generic2325 Clicked,2020-01-11 02:11:30.381,track,anon0172
80885,client,Catalog Sidebar Searched,2020-01-11 02:11:33.700,track,anon0070
80886,client,App Timing Metric,2020-01-11 02:11:34.602,track,anon0172
80887,client,Catalog Sidebar Searched,2020-01-11 02:11:35.229,track,anon0070
80888,client,First Contentful Paint,2020-01-11 02:11:42.259,track,
80889,client,App Timing Metric,2020-01-11 02:11:42.264,track,
80890,client,First Contentful Paint,2020-01-11 02:11:43.279,track,
80891,client,First Contentful Paint,2020-01-11 02:11:43.718,track,
80892,client,First Contentful Paint,2020-01-11 02:11:44.131,track,
80893,client,Catalog Sidebar Searched,2020-01-11 02:11:44.217,track,anon0070
80894,client,First Contentful Paint,2020-01-11 02:11:45.460,track,
80895,client,App Timing Metric,2020-01-11 02:11:45.461,track,
80896,client,App Timing Metric,2020-01-11 02:11:46.411,track,anon0133
80897,client,App Timing Metric,2020-01-11 02:11:46.715,track,anon0133
80898,client,Clicked Catalog Integration,2020-01-11 02:11:48.758,track,anon0070
80899,client,First Input Delay,2020-01-11 02:11:49.033,track,
80900,client,Signup Page Viewed,2020-01-11 02:11:49.109,track,
80901,client,First Input Delay,2020-01-11 02:11:50.698,track,
80902,client,Signup Page Viewed,2020-01-11 02:11:50.787,track,
80903,client,Signup Page Viewed,2020-01-11 02:11:51.285,track,
80904,client,Signup Page Viewed,2020-01-11 02:11:51.398,track,
80905,client,First Input Delay,2020-01-11 02:11:51.792,track,
80906,client,First Input Delay,2020-01-11 02:11:52.110,track,
80907,client,First Input Delay,2020-01-11 02:11:53.187,track,
80908,client,Signup Page Viewed,2020-01-11 02:11:53.309,track,
80909,client,First Paint,2020-01-11 02:11:55.064,track,anon0133
80910,client,First Contentful Paint,2020-01-11 02:11:55.075,track,anon0133
80911,client,App Timing Metric,2020-01-11 02:11:55.801,track,anon0133
80912,client,App Timing Metric,2020-01-11 02:11:55.913,track,anon0133
80913,client,First Input Delay,2020-01-11 02:11:58.568,track,anon0133
80914,client,App Timing Metric,2020-01-11 02:11:59.854,track,anon0133
80915,server,Tracking Plan Saved,2020-01-11 02:12:10.905,track,anon0154
80916,client,App Timing Metric,2020-01-11 02:12:14.648,track,anon0009
80917,client,First Paint,2020-01-11 02:12:23.310,track,anon0111
80918,client,First Contentful Paint,2020-01-11 02:12:23.332,track,anon0111
80919,client,App Timing Metric,2020-01-11 02:12:23.659,track,anon0111
80920,server,Tracking Plan Saved,2020-01-11 02:12:23.825,track,anon0154
80921,client,App Timing Metric,2020-01-11 02:12:24.506,track,anon0111
80922,client,First Input Delay,2020-01-11 02:12:26.256,track,anon0111
80923,client,Side Nav Clicked,2020-01-11 02:12:26.368,track,anon0111
80924,client,Side Nav Clicked generic30,2020-01-11 02:12:26.370,track,anon0111
80925,client,Side Nav Clicked generic04,2020-01-11 02:12:28.990,track,anon0111
80926,client,Side Nav Clicked,2020-01-11 02:12:28.990,track,anon0111
80927,client,User Settings Detail Form Edited,2020-01-11 02:12:30.916,track,anon0111
80928,server,Tracking Plan Saved,2020-01-11 02:12:32.418,track,anon0154
80929,client,App Timing Metric,2020-01-11 02:12:34.521,track,anon0111
80930,client,App Timing Metric,2020-01-11 02:12:46.001,track,anon0111
80931,client,First Paint,2020-01-11 02:12:47.268,track,anon0053
80932,client,First Contentful Paint,2020-01-11 02:12:47.268,track,anon0053
80933,client,App Timing Metric,2020-01-11 02:12:47.301,track,anon0053
80934,client,First Contentful Paint,2020-01-11 02:12:47.956,track,anon0124
80935,client,App Timing Metric,2020-01-11 02:12:48.062,track,anon0124
80936,client,Page Call Duplicated,2020-01-11 02:12:48.065,track,anon0124
80937,client,First Paint,2020-01-11 02:12:48.065,track,anon0124
80938,client,App Timing Metric,2020-01-11 02:12:48.612,track,anon0111
80939,client,App Timing Metric,2020-01-11 02:12:49.092,track,anon0053
80940,client,First Paint,2020-01-11 02:12:49.283,track,anon0007
80941,client,First Contentful Paint,2020-01-11 02:12:49.302,track,anon0007
80942,client,App Timing Metric,2020-01-11 02:12:49.330,track,anon0007
80943,client,App Timing Metric,2020-01-11 02:12:49.411,track,anon0007
80944,server,generic23 Created,2020-01-11 02:12:49.560,track,anon0070
80945,client,Run History Viewed,2020-01-11 02:12:50.714,track,anon0111
80946,client,First Input Delay,2020-01-11 02:12:52.116,track,anon0124
80947,client,App Timing Metric,2020-01-11 02:12:52.647,track,anon0124
80948,client,Run History Viewed,2020-01-11 02:12:58.078,track,anon0111
80949,client,Side Nav Clicked,2020-01-11 02:12:59.018,track,anon0124
80950,client,Side Nav Clicked generic30,2020-01-11 02:12:59.047,track,anon0124
80951,client,Side Nav Clicked generic04,2020-01-11 02:13:00.609,track,anon0124
80952,client,Side Nav Clicked,2020-01-11 02:13:00.610,track,anon0124
80953,client,Run History Viewed,2020-01-11 02:13:04.845,track,anon0111
80954,client,App Timing Metric,2020-01-11 02:13:07.535,track,anon0124
80955,server,Tracking Plan Saved,2020-01-11 02:13:11.141,track,anon0154
80956,client,generic23 Overview Link Clicked,2020-01-11 02:13:18.198,track,anon0124
80957,client,App Timing Metric,2020-01-11 02:13:21.742,track,anon0101
80958,client,App Timing Metric,2020-01-11 02:13:21.754,track,anon0101
80959,server,Tracking Plan Saved,2020-01-11 02:13:22.908,track,anon0154
80960,client,Viewed Featured generic30,2020-01-11 02:13:23.047,track,anon0124
80961,client,App Timing Metric,2020-01-11 02:13:23.519,track,anon0124
80962,client,Run History Viewed,2020-01-11 02:13:25.701,track,anon0111
80963,client,Catalog Sidebar Searched,2020-01-11 02:13:26.892,track,anon0124
80964,client,Run History Viewed,2020-01-11 02:13:26.895,track,anon0111
80965,client,App Timing Metric,2020-01-11 02:13:27.148,track,anon0111
80966,client,Clicked Catalog Integration,2020-01-11 02:13:27.688,track,anon0124
80967,client,Run History Viewed,2020-01-11 02:13:27.996,track,anon0111
80968,server,Tracking Plan Saved,2020-01-11 02:13:29.725,track,anon0154
80969,server,Tracking Plan Saved,2020-01-11 02:13:31.056,track,anon0154
80970,client,Clicked Configure generic32,2020-01-11 02:13:31.665,track,anon0124
80971,server,Tracking Plan Connection Changed,2020-01-11 02:13:32.147,track,anon0154
80972,client,App Timing Metric,2020-01-11 02:13:33.266,track,anon0124
80973,client,Viewed Integration,2020-01-11 02:13:34.245,track,anon0124
80974,client,App Timing Metric,2020-01-11 02:13:44.683,track,anon0009
80975,client,First Paint,2020-01-11 02:13:46.159,track,
80976,client,First Contentful Paint,2020-01-11 02:13:46.161,track,
80977,client,First Paint,2020-01-11 02:13:54.462,track,anon0071
80978,client,First Contentful Paint,2020-01-11 02:13:54.490,track,anon0071
80979,client,First Paint,2020-01-11 02:13:56.596,track,anon0117
80980,client,First Contentful Paint,2020-01-11 02:13:56.598,track,anon0117
80981,client,Network Error,2020-01-11 02:13:56.892,track,anon0071
80982,client,App Timing Metric,2020-01-11 02:13:57.208,track,anon0117
80983,client,First Paint,2020-01-11 02:14:03.478,track,anon0070
80984,client,First Contentful Paint,2020-01-11 02:14:03.485,track,anon0070
80985,client,Catalog Sidebar Searched,2020-01-11 02:14:10.721,track,anon0117
80986,client,Catalog Sidebar Searched,2020-01-11 02:14:10.733,track,anon0117
80987,server,Tracking Plan Saved,2020-01-11 02:14:10.871,track,anon0154
80988,server,Tracking Plan Saved,2020-01-11 02:14:23.329,track,anon0154
80989,client,First Contentful Paint,2020-01-11 02:14:24.298,track,anon0117
80990,client,Unread Notification Count Displayed,2020-01-11 02:14:24.299,track,anon0117
80991,client,Side Nav Clicked,2020-01-11 02:14:25.116,track,anon0002
